,attributes,datatype,date,station,value
0,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CAPC0007,0
1,",,N,",SNOW,2017-01-01T00:00:00,GHCND:US1CAPC0007,0
2,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CAPC0021,0
3,",,N,",SNOW,2017-01-01T00:00:00,GHCND:US1CAPC0021,0
4,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0002,3
5,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0005,3
6,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0006,0
7,",,N,",SNOW,2017-01-01T00:00:00,GHCND:US1CASA0006,0
8,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0012,5
9,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0030,3
10,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0039,0
11,",,N,",SNOW,2017-01-01T00:00:00,GHCND:US1CASA0039,0
12,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0045,0
13,"T,,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0048,0
14,"T,,N,",PRCP,2017-01-01T00:00:00,GHCND:US1CASA0051,0
15,",,W,",AWND,2017-01-01T00:00:00,GHCND:USW00023232,34
16,",,W,2400",PRCP,2017-01-01T00:00:00,GHCND:USW00023232,0
17,"H,,S,",TAVG,2017-01-01T00:00:00,GHCND:USW00023232,70
18,",,W,2400",TMAX,2017-01-01T00:00:00,GHCND:USW00023232,100
19,",,W,2400",TMIN,2017-01-01T00:00:00,GHCND:USW00023232,50
20,",,W,",WDF2,2017-01-01T00:00:00,GHCND:USW00023232,140
21,",,W,",WDF5,2017-01-01T00:00:00,GHCND:USW00023232,140
22,",,W,",WSF2,2017-01-01T00:00:00,GHCND:USW00023232,63
23,",,W,",WSF5,2017-01-01T00:00:00,GHCND:USW00023232,89
24,",,W,2400",PRCP,2017-01-01T00:00:00,GHCND:USW00023271,0
25,",,W,2400",TMAX,2017-01-01T00:00:00,GHCND:USW00023271,111
26,",,W,2400",TMIN,2017-01-01T00:00:00,GHCND:USW00023271,44
27,",,W,",AWND,2017-01-01T00:00:00,GHCND:USW00093225,48
28,",,W,",PGTM,2017-01-01T00:00:00,GHCND:USW00093225,2200
29,",,W,",PRCP,2017-01-01T00:00:00,GHCND:USW00093225,0
30,",,W,",TMAX,2017-01-01T00:00:00,GHCND:USW00093225,100
31,",,W,",TMIN,2017-01-01T00:00:00,GHCND:USW00093225,44
32,",,W,",WDF2,2017-01-01T00:00:00,GHCND:USW00093225,240
33,",,W,",WDF5,2017-01-01T00:00:00,GHCND:USW00093225,230
34,",,W,",WSF2,2017-01-01T00:00:00,GHCND:USW00093225,76
35,",,W,",WSF5,2017-01-01T00:00:00,GHCND:USW00093225,103
36,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CAPC0007,0
37,",,N,",SNOW,2017-01-02T00:00:00,GHCND:US1CAPC0007,0
38,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CAPC0021,5
39,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0002,0
40,",,N,",SNOW,2017-01-02T00:00:00,GHCND:US1CASA0002,0
41,"T,,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0005,0
42,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0006,5
43,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0008,10
44,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0012,10
45,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0030,10
46,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0039,23
47,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0045,18
48,"T,,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0048,0
49,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1CASA0051,5
50,",,W,",AWND,2017-01-02T00:00:00,GHCND:USW00023232,33
51,",,W,2400",PRCP,2017-01-02T00:00:00,GHCND:USW00023232,46
52,"H,,S,",TAVG,2017-01-02T00:00:00,GHCND:USW00023232,72
53,",,W,2400",TMAX,2017-01-02T00:00:00,GHCND:USW00023232,100
54,",,W,2400",TMIN,2017-01-02T00:00:00,GHCND:USW00023232,50
55,",,W,",WDF2,2017-01-02T00:00:00,GHCND:USW00023232,220
56,",,W,",WDF5,2017-01-02T00:00:00,GHCND:USW00023232,150
57,",,W,",WSF2,2017-01-02T00:00:00,GHCND:USW00023232,72
58,",,W,",WSF5,2017-01-02T00:00:00,GHCND:USW00023232,103
59,",,W,",WT01,2017-01-02T00:00:00,GHCND:USW00023232,1
60,",,W,2400",PRCP,2017-01-02T00:00:00,GHCND:USW00023271,43
61,",,W,2400",TMAX,2017-01-02T00:00:00,GHCND:USW00023271,100
62,",,W,2400",TMIN,2017-01-02T00:00:00,GHCND:USW00023271,50
63,",,W,",AWND,2017-01-02T00:00:00,GHCND:USW00093225,49
64,",,W,",PGTM,2017-01-02T00:00:00,GHCND:USW00093225,1608
65,",,W,",PRCP,2017-01-02T00:00:00,GHCND:USW00093225,79
66,",,W,",TMAX,2017-01-02T00:00:00,GHCND:USW00093225,94
67,",,W,",TMIN,2017-01-02T00:00:00,GHCND:USW00093225,44
68,",,W,",WDF2,2017-01-02T00:00:00,GHCND:USW00093225,170
69,",,W,",WDF5,2017-01-02T00:00:00,GHCND:USW00093225,170
70,",,W,",WSF2,2017-01-02T00:00:00,GHCND:USW00093225,81
71,",,W,",WSF5,2017-01-02T00:00:00,GHCND:USW00093225,98
72,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CAPC0007,114
73,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CAPC0021,117
74,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0001,74
75,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0002,81
76,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0005,86
77,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0006,84
78,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0008,94
79,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0012,69
80,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0030,102
81,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0035,114
82,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0039,91
83,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0045,94
84,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0048,79
85,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US1CASA0051,91
86,",,W,",AWND,2017-01-03T00:00:00,GHCND:USW00023232,54
87,",,W,2400",PRCP,2017-01-03T00:00:00,GHCND:USW00023232,127
88,"H,,S,",TAVG,2017-01-03T00:00:00,GHCND:USW00023232,82
89,",,W,2400",TMAX,2017-01-03T00:00:00,GHCND:USW00023232,111
90,",,W,2400",TMIN,2017-01-03T00:00:00,GHCND:USW00023232,72
91,",,W,",WDF2,2017-01-03T00:00:00,GHCND:USW00023232,150
92,",,W,",WDF5,2017-01-03T00:00:00,GHCND:USW00023232,160
93,",,W,",WSF2,2017-01-03T00:00:00,GHCND:USW00023232,130
94,",,W,",WSF5,2017-01-03T00:00:00,GHCND:USW00023232,188
95,",,W,",WT01,2017-01-03T00:00:00,GHCND:USW00023232,1
96,",,W,2400",PRCP,2017-01-03T00:00:00,GHCND:USW00023271,127
97,",,W,2400",TMAX,2017-01-03T00:00:00,GHCND:USW00023271,111
98,",,W,2400",TMIN,2017-01-03T00:00:00,GHCND:USW00023271,72
99,",,W,",AWND,2017-01-03T00:00:00,GHCND:USW00093225,68
100,",,W,",PGTM,2017-01-03T00:00:00,GHCND:USW00093225,2157
101,",,W,",PRCP,2017-01-03T00:00:00,GHCND:USW00093225,178
102,",,W,",TMAX,2017-01-03T00:00:00,GHCND:USW00093225,106
103,",,W,",TMIN,2017-01-03T00:00:00,GHCND:USW00093225,67
104,",,W,",WDF2,2017-01-03T00:00:00,GHCND:USW00093225,160
105,",,W,",WDF5,2017-01-03T00:00:00,GHCND:USW00093225,150
106,",,W,",WSF2,2017-01-03T00:00:00,GHCND:USW00093225,161
107,",,W,",WSF5,2017-01-03T00:00:00,GHCND:USW00093225,228
108,",,N,",PRCP,2017-01-04T00:00:00,GHCND:US1CAPC0007,76
