,attributes,datatype,date,station,value
0,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US10buff036,0
1,",,N,",SNOW,2017-01-01T00:00:00,GHCND:US10buff036,0
2,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1NEBF0001,0
3,",,N,",SNOW,2017-01-01T00:00:00,GHCND:US1NEBF0001,0
4,",,N,",PRCP,2017-01-01T00:00:00,GHCND:US1NEBF0006,0
5,",,N,",SNOW,2017-01-01T00:00:00,GHCND:US1NEBF0006,0
6,",,N,",SNWD,2017-01-01T00:00:00,GHCND:US1NEBF0006,0
7,",,7,0800",PRCP,2017-01-01T00:00:00,GHCND:USC00254335,0
8,",,7,",SNOW,2017-01-01T00:00:00,GHCND:USC00254335,0
9,",,7,0800",SNWD,2017-01-01T00:00:00,GHCND:USC00254335,0
10,",,7,0800",TMAX,2017-01-01T00:00:00,GHCND:USC00254335,61
11,",,7,0800",TMIN,2017-01-01T00:00:00,GHCND:USC00254335,-61
12,",,7,0800",TOBS,2017-01-01T00:00:00,GHCND:USC00254335,-6
13,",,7,0830",PRCP,2017-01-01T00:00:00,GHCND:USC00255565,0
14,",,7,",SNOW,2017-01-01T00:00:00,GHCND:USC00255565,0
15,",,7,0830",SNWD,2017-01-01T00:00:00,GHCND:USC00255565,0
16,",,7,0830",TMAX,2017-01-01T00:00:00,GHCND:USC00255565,50
17,",,7,0830",TMIN,2017-01-01T00:00:00,GHCND:USC00255565,-39
18,",,7,0830",TOBS,2017-01-01T00:00:00,GHCND:USC00255565,-11
19,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US10buff004,0
20,",,N,",PRCP,2017-01-02T00:00:00,GHCND:US1NEBF0001,0
21,",,N,",SNOW,2017-01-02T00:00:00,GHCND:US1NEBF0001,0
22,"T,,N,",PRCP,2017-01-02T00:00:00,GHCND:US1NEBF0006,0
23,"T,,N,",SNOW,2017-01-02T00:00:00,GHCND:US1NEBF0006,0
24,",,N,",SNWD,2017-01-02T00:00:00,GHCND:US1NEBF0006,0
25,",,7,0800",PRCP,2017-01-02T00:00:00,GHCND:USC00254335,0
26,",,7,",SNOW,2017-01-02T00:00:00,GHCND:USC00254335,0
27,",,7,0800",SNWD,2017-01-02T00:00:00,GHCND:USC00254335,0
28,",,7,0800",TMAX,2017-01-02T00:00:00,GHCND:USC00254335,50
29,",,7,0800",TMIN,2017-01-02T00:00:00,GHCND:USC00254335,-6
30,",,7,0800",TOBS,2017-01-02T00:00:00,GHCND:USC00254335,11
31,",,7,0830",PRCP,2017-01-02T00:00:00,GHCND:USC00255565,0
32,",,7,",SNOW,2017-01-02T00:00:00,GHCND:USC00255565,0
33,",,7,0830",SNWD,2017-01-02T00:00:00,GHCND:USC00255565,0
34,",,7,0830",TMAX,2017-01-02T00:00:00,GHCND:USC00255565,33
35,",,7,0830",TMIN,2017-01-02T00:00:00,GHCND:USC00255565,-33
36,",,7,0830",TOBS,2017-01-02T00:00:00,GHCND:USC00255565,6
37,",,7,",WT01,2017-01-02T00:00:00,GHCND:USC00255565,1
38,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US10buff004,0
39,",,N,",SNOW,2017-01-03T00:00:00,GHCND:US10buff004,0
40,",,N,",PRCP,2017-01-03T00:00:00,GHCND:US10buff036,0
41,",,N,",SNOW,2017-01-03T00:00:00,GHCND:US10buff036,0
42,"T,,N,",PRCP,2017-01-03T00:00:00,GHCND:US1NEBF0001,0
43,"T,,N,",PRCP,2017-01-03T00:00:00,GHCND:US1NEBF0006,0
44,",,N,",SNOW,2017-01-03T00:00:00,GHCND:US1NEBF0006,0
45,",,N,",SNWD,2017-01-03T00:00:00,GHCND:US1NEBF0006,0
46,",,7,0800",PRCP,2017-01-03T00:00:00,GHCND:USC00254335,0
47,",,7,",SNOW,2017-01-03T00:00:00,GHCND:USC00254335,0
48,",,7,0800",SNWD,2017-01-03T00:00:00,GHCND:USC00254335,0
49,",,7,0800",TMAX,2017-01-03T00:00:00,GHCND:USC00254335,17
50,",,7,0800",TMIN,2017-01-03T00:00:00,GHCND:USC00254335,-117
51,",,7,0800",TOBS,2017-01-03T00:00:00,GHCND:USC00254335,-117
52,",,7,0830",PRCP,2017-01-03T00:00:00,GHCND:USC00255565,0
53,",,7,",SNOW,2017-01-03T00:00:00,GHCND:USC00255565,0
54,",,7,0830",SNWD,2017-01-03T00:00:00,GHCND:USC00255565,0
55,",,7,0830",TMAX,2017-01-03T00:00:00,GHCND:USC00255565,17
56,",,7,0830",TMIN,2017-01-03T00:00:00,GHCND:USC00255565,-106
57,",,7,0830",TOBS,2017-01-03T00:00:00,GHCND:USC00255565,-100
58,",,7,",WT01,2017-01-03T00:00:00,GHCND:USC00255565,1
59,",,N,",PRCP,2017-01-04T00:00:00,GHCND:US10buff002,0
60,",,N,",SNOW,2017-01-04T00:00:00,GHCND:US10buff002,0
61,",,N,",PRCP,2017-01-04T00:00:00,GHCND:US10buff004,5
62,",,N,",PRCP,2017-01-04T00:00:00,GHCND:US10phel015,10
63,",,N,",PRCP,2017-01-04T00:00:00,GHCND:US1NEBF0001,8
64,",,N,",PRCP,2017-01-04T00:00:00,GHCND:US1NEBF0006,8
65,",,N,",SNOW,2017-01-04T00:00:00,GHCND:US1NEBF0006,36
66,",,N,",SNWD,2017-01-04T00:00:00,GHCND:US1NEBF0006,25
67,",,N,",WESF,2017-01-04T00:00:00,GHCND:US1NEBF0006,8
68,",,7,0800",PRCP,2017-01-04T00:00:00,GHCND:USC00254335,8
69,",,7,",SNOW,2017-01-04T00:00:00,GHCND:USC00254335,25
70,",,7,0800",SNWD,2017-01-04T00:00:00,GHCND:USC00254335,25
71,",,7,0800",TMAX,2017-01-04T00:00:00,GHCND:USC00254335,-56
72,",,7,0800",TMIN,2017-01-04T00:00:00,GHCND:USC00254335,-139
73,",,7,0800",TOBS,2017-01-04T00:00:00,GHCND:USC00254335,-128
