,attributes,datatype,date,station,value
0,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1IDBK0010,0
1,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1IDBK0010,0
2,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1IDBK0011,0
3,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1IDBK0011,0
4,",,N,",WESF,2018-01-01T00:00:00,GHCND:US1IDBK0011,0
5,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1IDBK0012,0
6,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1IDBK0012,0
7,"T,,N,",SNWD,2018-01-01T00:00:00,GHCND:US1IDBK0012,0
8,",,7,0800",PRCP,2018-01-01T00:00:00,GHCND:USC00103297,0
9,",,7,",SNOW,2018-01-01T00:00:00,GHCND:USC00103297,0
10,"T,,7,0800",SNWD,2018-01-01T00:00:00,GHCND:USC00103297,0
11,",,7,0800",TMAX,2018-01-01T00:00:00,GHCND:USC00103297,-11
12,",,7,0800",TMIN,2018-01-01T00:00:00,GHCND:USC00103297,-122
13,",,7,0800",TOBS,2018-01-01T00:00:00,GHCND:USC00103297,-78
14,",,7,1730",PRCP,2018-01-01T00:00:00,GHCND:USC00107210,0
15,",,7,",SNOW,2018-01-01T00:00:00,GHCND:USC00107210,0
16,",,7,1730",SNWD,2018-01-01T00:00:00,GHCND:USC00107210,25
17,",,7,1730",TMAX,2018-01-01T00:00:00,GHCND:USC00107210,22
18,",,7,1730",TMIN,2018-01-01T00:00:00,GHCND:USC00107210,-83
19,",,T,",PRCP,2018-01-01T00:00:00,GHCND:USS0012G17S,0
20,",,T,",SNWD,2018-01-01T00:00:00,GHCND:USS0012G17S,457
21,",,T,",TAVG,2018-01-01T00:00:00,GHCND:USS0012G17S,-36
22,",,T,",TMAX,2018-01-01T00:00:00,GHCND:USS0012G17S,20
23,",,T,",TMIN,2018-01-01T00:00:00,GHCND:USS0012G17S,-97
24,",,T,",TOBS,2018-01-01T00:00:00,GHCND:USS0012G17S,-97
25,",,T,",WESD,2018-01-01T00:00:00,GHCND:USS0012G17S,1194
26,",,W,",AWND,2018-01-01T00:00:00,GHCND:USW00024156,13
27,",,W,2400",PRCP,2018-01-01T00:00:00,GHCND:USW00024156,0
28,",,W,",SNOW,2018-01-01T00:00:00,GHCND:USW00024156,0
29,"T,,W,2400",SNWD,2018-01-01T00:00:00,GHCND:USW00024156,0
30,"H,,S,",TAVG,2018-01-01T00:00:00,GHCND:USW00024156,-54
31,",,W,2400",TMAX,2018-01-01T00:00:00,GHCND:USW00024156,6
32,",,W,2400",TMIN,2018-01-01T00:00:00,GHCND:USW00024156,-99
33,",,W,",WDF2,2018-01-01T00:00:00,GHCND:USW00024156,50
