,attributes,datatype,date,station,value
0,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1MOCG0010,0
1,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1MOCG0010,0
2,",,N,",SNWD,2018-01-01T00:00:00,GHCND:US1MOCG0010,0
3,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1MOCG0012,0
4,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1MOCG0013,0
5,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1MOCG0013,0
6,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1MOFSA031,0
7,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1MOFSA031,0
8,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1MOFSA201,0
9,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1MOFSA201,0
10,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1MOSC0005,0
11,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1MOSC0005,0
12,",,7,0700",PRCP,2018-01-01T00:00:00,GHCND:USC00234226,0
13,",,7,0700",TMAX,2018-01-01T00:00:00,GHCND:USC00234226,-89
14,",,7,0700",TMIN,2018-01-01T00:00:00,GHCND:USC00234226,-172
15,",,7,0700",TOBS,2018-01-01T00:00:00,GHCND:USC00234226,-172
16,",,U,",TAVG,2018-01-01T00:00:00,GHCND:USR0000IBNR,-142
17,"H,,U,",TMAX,2018-01-01T00:00:00,GHCND:USR0000IBNR,-100
18,"H,,U,",TMIN,2018-01-01T00:00:00,GHCND:USR0000IBNR,-172
19,",,W,",AWND,2018-01-01T00:00:00,GHCND:USW00003935,42
20,",,W,2400",PRCP,2018-01-01T00:00:00,GHCND:USW00003935,0
21,",,H,",SNOW,2018-01-01T00:00:00,GHCND:USW00003935,0
22,",,H,",SNWD,2018-01-01T00:00:00,GHCND:USW00003935,0
23,",,W,2400",TMAX,2018-01-01T00:00:00,GHCND:USW00003935,-93
24,",,W,2400",TMIN,2018-01-01T00:00:00,GHCND:USW00003935,-166
25,",,W,",WDF2,2018-01-01T00:00:00,GHCND:USW00003935,10
26,",,W,",WDF5,2018-01-01T00:00:00,GHCND:USW00003935,20
27,",,W,",WSF2,2018-01-01T00:00:00,GHCND:USW00003935,94
28,",,W,",WSF5,2018-01-01T00:00:00,GHCND:USW00003935,121
29,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1MOCG0010,0
30,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1MOCG0010,0
31,",,N,",SNWD,2018-01-02T00:00:00,GHCND:US1MOCG0010,0
32,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1MOCG0012,0
33,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1MOCG0013,0
34,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1MOCG0013,0
35,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1MOFSA031,0
36,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1MOFSA031,0
37,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1MOFSA201,0
38,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1MOFSA201,0
39,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1MOSC0005,0
40,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1MOSC0005,0
41,",,7,0700",PRCP,2018-01-02T00:00:00,GHCND:USC00234226,0
42,",,7,0700",TMAX,2018-01-02T00:00:00,GHCND:USC00234226,-106
43,",,7,0700",TMIN,2018-01-02T00:00:00,GHCND:USC00234226,-183
44,",,7,0700",TOBS,2018-01-02T00:00:00,GHCND:USC00234226,-183
45,",,U,",TAVG,2018-01-02T00:00:00,GHCND:USR0000IBNR,-123
46,"H,,U,",TMAX,2018-01-02T00:00:00,GHCND:USR0000IBNR,-56
47,"H,,U,",TMIN,2018-01-02T00:00:00,GHCND:USR0000IBNR,-183
48,",,W,",AWND,2018-01-02T00:00:00,GHCND:USW00003935,15
49,",,W,2400",PRCP,2018-01-02T00:00:00,GHCND:USW00003935,0
50,",,H,",SNOW,2018-01-02T00:00:00,GHCND:USW00003935,0
51,",,H,",SNWD,2018-01-02T00:00:00,GHCND:USW00003935,0
52,",,W,2400",TMAX,2018-01-02T00:00:00,GHCND:USW00003935,-66
53,",,W,2400",TMIN,2018-01-02T00:00:00,GHCND:USW00003935,-193
54,",,W,",WDF2,2018-01-02T00:00:00,GHCND:USW00003935,200
55,",,W,",WDF5,2018-01-02T00:00:00,GHCND:USW00003935,20
56,",,W,",WSF2,2018-01-02T00:00:00,GHCND:USW00003935,40
57,",,W,",WSF5,2018-01-02T00:00:00,GHCND:USW00003935,54
58,",,N,",PRCP,2018-01-03T00:00:00,GHCND:US1MOCG0010,0
59,",,N,",SNOW,2018-01-03T00:00:00,GHCND:US1MOCG0010,0
60,",,N,",SNWD,2018-01-03T00:00:00,GHCND:US1MOCG0010,0
61,",,N,",PRCP,2018-01-03T00:00:00,GHCND:US1MOCG0012,0
62,",,N,",PRCP,2018-01-03T00:00:00,GHCND:US1MOCG0013,0
63,",,N,",SNOW,2018-01-03T00:00:00,GHCND:US1MOCG0013,0
64,",,N,",PRCP,2018-01-03T00:00:00,GHCND:US1MOFSA031,0
65,",,N,",SNOW,2018-01-03T00:00:00,GHCND:US1MOFSA031,0
66,",,N,",PRCP,2018-01-03T00:00:00,GHCND:US1MOFSA201,0
67,",,N,",SNOW,2018-01-03T00:00:00,GHCND:US1MOFSA201,0
68,",,N,",PRCP,2018-01-03T00:00:00,GHCND:US1MOSC0005,0
69,",,N,",SNOW,2018-01-03T00:00:00,GHCND:US1MOSC0005,0
70,",,7,0700",PRCP,2018-01-03T00:00:00,GHCND:USC00234226,0
71,",,7,0700",TMAX,2018-01-03T00:00:00,GHCND:USC00234226,-72
72,",,7,0700",TMIN,2018-01-03T00:00:00,GHCND:USC00234226,-183
73,",,7,0700",TOBS,2018-01-03T00:00:00,GHCND:USC00234226,-89
74,",,U,",TAVG,2018-01-03T00:00:00,GHCND:USR0000IBNR,-64
75,"H,,U,",TMAX,2018-01-03T00:00:00,GHCND:USR0000IBNR,-6
76,"H,,U,",TMIN,2018-01-03T00:00:00,GHCND:USR0000IBNR,-122
77,",,W,",AWND,2018-01-03T00:00:00,GHCND:USW00003935,37
78,",,W,2400",PRCP,2018-01-03T00:00:00,GHCND:USW00003935,0
79,",,H,",SNOW,2018-01-03T00:00:00,GHCND:USW00003935,0
80,",,H,",SNWD,2018-01-03T00:00:00,GHCND:USW00003935,0
81,",,W,2400",TMAX,2018-01-03T00:00:00,GHCND:USW00003935,0
82,",,W,2400",TMIN,2018-01-03T00:00:00,GHCND:USW00003935,-132
83,",,W,",WDF2,2018-01-03T00:00:00,GHCND:USW00003935,330
84,",,W,",WDF5,2018-01-03T00:00:00,GHCND:USW00003935,330
85,",,W,",WSF2,2018-01-03T00:00:00,GHCND:USW00003935,89
86,",,W,",WSF5,2018-01-03T00:00:00,GHCND:USW00003935,112
87,",,N,",PRCP,2018-01-04T00:00:00,GHCND:US1MOCG0010,0
88,",,N,",SNOW,2018-01-04T00:00:00,GHCND:US1MOCG0010,0
89,",,N,",SNWD,2018-01-04T00:00:00,GHCND:US1MOCG0010,0
90,",,N,",PRCP,2018-01-04T00:00:00,GHCND:US1MOCG0012,0
91,",,N,",PRCP,2018-01-04T00:00:00,GHCND:US1MOCG0013,0
92,",,N,",SNOW,2018-01-04T00:00:00,GHCND:US1MOCG0013,0
93,",,N,",PRCP,2018-01-04T00:00:00,GHCND:US1MOFSA031,0
94,",,N,",SNOW,2018-01-04T00:00:00,GHCND:US1MOFSA031,0
