,attributes,datatype,date,station,value
0,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1LACC0003,5
1,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1LACC0006,0
2,",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1LACC0009,0
3,",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1LACC0009,0
4,",,7,0800",PRCP,2018-01-01T00:00:00,GHCND:USC00165074,0
5,",,7,0800",PRCP,2018-01-01T00:00:00,GHCND:USC00165076,0
6,",,7,0700",PRCP,2018-01-01T00:00:00,GHCND:USC00166431,5
7,",,7,2400",PRCP,2018-01-01T00:00:00,GHCND:USC00166434,0
8,",,7,2400",TMAX,2018-01-01T00:00:00,GHCND:USC00166434,28
9,",,7,2400",TMIN,2018-01-01T00:00:00,GHCND:USC00166434,-44
10,",,7,2400",TOBS,2018-01-01T00:00:00,GHCND:USC00166434,-22
11,",,7,0700",PRCP,2018-01-01T00:00:00,GHCND:USC00166968,0
12,",,7,2400",PRCP,2018-01-01T00:00:00,GHCND:USC00168831,0
13,",,W,",AWND,2018-01-01T00:00:00,GHCND:USW00003937,73
14,",,W,2400",PRCP,2018-01-01T00:00:00,GHCND:USW00003937,0
15,",,H,",SNOW,2018-01-01T00:00:00,GHCND:USW00003937,0
16,",,H,",SNWD,2018-01-01T00:00:00,GHCND:USW00003937,0
17,"H,,S,",TAVG,2018-01-01T00:00:00,GHCND:USW00003937,2
18,",,W,2400",TMAX,2018-01-01T00:00:00,GHCND:USW00003937,33
19,",,W,2400",TMIN,2018-01-01T00:00:00,GHCND:USW00003937,-32
20,",,W,",WDF2,2018-01-01T00:00:00,GHCND:USW00003937,10
21,",,W,",WDF5,2018-01-01T00:00:00,GHCND:USW00003937,10
22,",,W,",WSF2,2018-01-01T00:00:00,GHCND:USW00003937,125
23,",,W,",WSF5,2018-01-01T00:00:00,GHCND:USW00003937,152
24,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1LACC0003,0
25,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1LACC0003,0
26,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1LACC0006,0
27,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1LACC0009,0
28,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1LACC0009,0
29,",,N,",PRCP,2018-01-02T00:00:00,GHCND:US1LACC0014,0
30,",,N,",SNOW,2018-01-02T00:00:00,GHCND:US1LACC0014,0
